Accession;Title;Sample Type;Taxonomy;Channels;Platform;Series;Supplementary Types;Supplementary Links;SRA Accession;Contact;Release Date
GSM5976748;MSCCR_reGRID_1152_Biopsy_1940, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641999;SRX14641999;Carmen argmann;Sep 16, 2022
GSM5976749;MSCCR_reGRID_1152_Biopsy_1941, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642000;SRX14642000;Carmen argmann;Sep 16, 2022
GSM5976750;MSCCR_reGRID_1154_Biopsy_1942, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642001;SRX14642001;Carmen argmann;Sep 16, 2022
GSM5976751;MSCCR_reGRID_1154_Biopsy_1943, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642002;SRX14642002;Carmen argmann;Sep 16, 2022
GSM5976752;MSCCR_reGRID_1156_Biopsy_1944, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642003;SRX14642003;Carmen argmann;Sep 16, 2022
GSM5976753;MSCCR_reGRID_1156_Biopsy_1945, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642004;SRX14642004;Carmen argmann;Sep 16, 2022
GSM5976754;MSCCR_reGRID_1156_Biopsy_1946, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642005;SRX14642005;Carmen argmann;Sep 16, 2022
GSM5976755;MSCCR_reGRID_1157_Biopsy_1947, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642006;SRX14642006;Carmen argmann;Sep 16, 2022
GSM5976756;MSCCR_reGRID_1157_Biopsy_1948, Control participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642007;SRX14642007;Carmen argmann;Sep 16, 2022
GSM5976757;MSCCR_reGRID_1159_Biopsy_1949, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642008;SRX14642008;Carmen argmann;Sep 16, 2022
GSM5976758;MSCCR_reGRID_116_Biopsy_235, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642009;SRX14642009;Carmen argmann;Sep 16, 2022
GSM5976759;MSCCR_reGRID_116_Biopsy_236, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642010;SRX14642010;Carmen argmann;Sep 16, 2022
GSM5976760;MSCCR_reGRID_116_Biopsy_237, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642011;SRX14642011;Carmen argmann;Sep 16, 2022
GSM5976761;MSCCR_reGRID_1161_Biopsy_1950, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642012;SRX14642012;Carmen argmann;Sep 16, 2022
GSM5976762;MSCCR_reGRID_1164_Biopsy_1951, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642013;SRX14642013;Carmen argmann;Sep 16, 2022
GSM5976763;MSCCR_reGRID_1164_Biopsy_1952, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642014;SRX14642014;Carmen argmann;Sep 16, 2022
GSM5976764;MSCCR_reGRID_1165_Biopsy_1953, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642015;SRX14642015;Carmen argmann;Sep 16, 2022
GSM5976765;MSCCR_reGRID_1165_Biopsy_1954, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642016;SRX14642016;Carmen argmann;Sep 16, 2022
GSM5976766;MSCCR_reGRID_1166_Biopsy_1955, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640346;SRX14640346;Carmen argmann;Sep 16, 2022
GSM5976767;MSCCR_reGRID_1166_Biopsy_1956, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640347;SRX14640347;Carmen argmann;Sep 16, 2022
GSM5976768;MSCCR_reGRID_1167_Biopsy_1957, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640348;SRX14640348;Carmen argmann;Sep 16, 2022
GSM5976769;MSCCR_reGRID_1167_Biopsy_1958, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640349;SRX14640349;Carmen argmann;Sep 16, 2022
GSM5976770;MSCCR_reGRID_1168_Biopsy_1959, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640350;SRX14640350;Carmen argmann;Sep 16, 2022
GSM5976771;MSCCR_reGRID_1168_Biopsy_1960, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640351;SRX14640351;Carmen argmann;Sep 16, 2022
GSM5976772;MSCCR_reGRID_1169_Biopsy_1961, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640352;SRX14640352;Carmen argmann;Sep 16, 2022
GSM5976773;MSCCR_reGRID_1169_Biopsy_1962, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640353;SRX14640353;Carmen argmann;Sep 16, 2022
GSM5976774;MSCCR_reGRID_1169_Biopsy_1963, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640354;SRX14640354;Carmen argmann;Sep 16, 2022
GSM5976775;MSCCR_reGRID_117_Biopsy_238, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640355;SRX14640355;Carmen argmann;Sep 16, 2022
GSM5976776;MSCCR_reGRID_117_Biopsy_239, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640356;SRX14640356;Carmen argmann;Sep 16, 2022
GSM5976777;MSCCR_reGRID_117_Biopsy_240, UC participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640357;SRX14640357;Carmen argmann;Sep 16, 2022
GSM5976778;MSCCR_reGRID_1171_Biopsy_1964, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640358;SRX14640358;Carmen argmann;Sep 16, 2022
GSM5976779;MSCCR_reGRID_1174_Biopsy_1965, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640359;SRX14640359;Carmen argmann;Sep 16, 2022
GSM5976780;MSCCR_reGRID_1174_Biopsy_1966, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640360;SRX14640360;Carmen argmann;Sep 16, 2022
GSM5976781;MSCCR_reGRID_1174_Biopsy_1967, UC participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640361;SRX14640361;Carmen argmann;Sep 16, 2022
GSM5976782;MSCCR_reGRID_1175_Biopsy_1968, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640362;SRX14640362;Carmen argmann;Sep 16, 2022
GSM5976783;MSCCR_reGRID_1176_Biopsy_1969, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640363;SRX14640363;Carmen argmann;Sep 16, 2022
GSM5976784;MSCCR_reGRID_1177_Biopsy_1970, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640364;SRX14640364;Carmen argmann;Sep 16, 2022
GSM5976785;MSCCR_reGRID_1177_Biopsy_1971, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640365;SRX14640365;Carmen argmann;Sep 16, 2022
GSM5976786;MSCCR_reGRID_1177_Biopsy_1972, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640366;SRX14640366;Carmen argmann;Sep 16, 2022
GSM5976787;MSCCR_reGRID_118_Biopsy_241, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640367;SRX14640367;Carmen argmann;Sep 16, 2022
GSM5976788;MSCCR_reGRID_118_Biopsy_242, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640368;SRX14640368;Carmen argmann;Sep 16, 2022
GSM5976789;MSCCR_reGRID_118_Biopsy_243, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640369;SRX14640369;Carmen argmann;Sep 16, 2022
GSM5976790;MSCCR_reGRID_1180_Biopsy_1973, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641379;SRX14641379;Carmen argmann;Sep 16, 2022
GSM5976791;MSCCR_reGRID_1180_Biopsy_1974, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641380;SRX14641380;Carmen argmann;Sep 16, 2022
GSM5976792;MSCCR_reGRID_1183_Biopsy_1975, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641381;SRX14641381;Carmen argmann;Sep 16, 2022
GSM5976793;MSCCR_reGRID_1184_Biopsy_1976, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641382;SRX14641382;Carmen argmann;Sep 16, 2022
GSM5976794;MSCCR_reGRID_1184_Biopsy_1977, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641383;SRX14641383;Carmen argmann;Sep 16, 2022
GSM5976795;MSCCR_reGRID_1185_Biopsy_1978, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641384;SRX14641384;Carmen argmann;Sep 16, 2022
GSM5976796;MSCCR_reGRID_1185_Biopsy_1979, UC participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641385;SRX14641385;Carmen argmann;Sep 16, 2022
GSM5976797;MSCCR_reGRID_1186_Biopsy_1980, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641386;SRX14641386;Carmen argmann;Sep 16, 2022
GSM5976798;MSCCR_reGRID_1186_Biopsy_1981, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641387;SRX14641387;Carmen argmann;Sep 16, 2022
GSM5976799;MSCCR_reGRID_1187_Biopsy_1982, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641388;SRX14641388;Carmen argmann;Sep 16, 2022
GSM5976800;MSCCR_reGRID_1187_Biopsy_1983, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641389;SRX14641389;Carmen argmann;Sep 16, 2022
GSM5976801;MSCCR_reGRID_1187_Biopsy_1984, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641390;SRX14641390;Carmen argmann;Sep 16, 2022
GSM5976802;MSCCR_reGRID_119_Biopsy_244, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641391;SRX14641391;Carmen argmann;Sep 16, 2022
GSM5976803;MSCCR_reGRID_1192_Biopsy_1985, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641392;SRX14641392;Carmen argmann;Sep 16, 2022
GSM5976804;MSCCR_reGRID_1192_Biopsy_1986, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641393;SRX14641393;Carmen argmann;Sep 16, 2022
GSM5976805;MSCCR_reGRID_1192_Biopsy_1987, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641394;SRX14641394;Carmen argmann;Sep 16, 2022
GSM5976806;MSCCR_reGRID_1193_Biopsy_1988, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641395;SRX14641395;Carmen argmann;Sep 16, 2022
GSM5976807;MSCCR_reGRID_1193_Biopsy_1989, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641396;SRX14641396;Carmen argmann;Sep 16, 2022
GSM5976808;MSCCR_reGRID_1195_Biopsy_1990, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641397;SRX14641397;Carmen argmann;Sep 16, 2022
GSM5976809;MSCCR_reGRID_1195_Biopsy_1991, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641398;SRX14641398;Carmen argmann;Sep 16, 2022
GSM5976810;MSCCR_reGRID_1197_Biopsy_1992, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641399;SRX14641399;Carmen argmann;Sep 16, 2022
GSM5976811;MSCCR_reGRID_12_Biopsy_22, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641400;SRX14641400;Carmen argmann;Sep 16, 2022
GSM5976812;MSCCR_reGRID_12_Biopsy_23, UC participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641401;SRX14641401;Carmen argmann;Sep 16, 2022
GSM5976813;MSCCR_reGRID_12_Biopsy_24, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641402;SRX14641402;Carmen argmann;Sep 16, 2022
GSM5976814;MSCCR_reGRID_1201_Biopsy_1993, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642377;SRX14642377;Carmen argmann;Sep 16, 2022
GSM5976815;MSCCR_reGRID_1201_Biopsy_1994, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642378;SRX14642378;Carmen argmann;Sep 16, 2022
GSM5976816;MSCCR_reGRID_1202_Biopsy_1995, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642379;SRX14642379;Carmen argmann;Sep 16, 2022
GSM5976817;MSCCR_reGRID_1203_Biopsy_1996, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642380;SRX14642380;Carmen argmann;Sep 16, 2022
GSM5976818;MSCCR_reGRID_1203_Biopsy_1997, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642381;SRX14642381;Carmen argmann;Sep 16, 2022
GSM5976819;MSCCR_reGRID_1204_Biopsy_1998, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642382;SRX14642382;Carmen argmann;Sep 16, 2022
GSM5976820;MSCCR_reGRID_1205_Biopsy_1999, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642383;SRX14642383;Carmen argmann;Sep 16, 2022
GSM5976821;MSCCR_reGRID_1205_Biopsy_2000, UC participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642384;SRX14642384;Carmen argmann;Sep 16, 2022
GSM5976822;MSCCR_reGRID_1205_Biopsy_2001, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642385;SRX14642385;Carmen argmann;Sep 16, 2022
GSM5976823;MSCCR_reGRID_1206_Biopsy_2002, UC participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642386;SRX14642386;Carmen argmann;Sep 16, 2022
GSM5976824;MSCCR_reGRID_1207_Biopsy_2003, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642387;SRX14642387;Carmen argmann;Sep 16, 2022
GSM5976825;MSCCR_reGRID_1207_Biopsy_2004, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642388;SRX14642388;Carmen argmann;Sep 16, 2022
GSM5976826;MSCCR_reGRID_1207_Biopsy_2005, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642389;SRX14642389;Carmen argmann;Sep 16, 2022
GSM5976827;MSCCR_reGRID_1208_Biopsy_2006, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642390;SRX14642390;Carmen argmann;Sep 16, 2022
GSM5976828;MSCCR_reGRID_1214_Biopsy_2007, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642391;SRX14642391;Carmen argmann;Sep 16, 2022
GSM5976829;MSCCR_reGRID_1214_Biopsy_2008, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642392;SRX14642392;Carmen argmann;Sep 16, 2022
GSM5976830;MSCCR_reGRID_1214_Biopsy_2009, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642393;SRX14642393;Carmen argmann;Sep 16, 2022
GSM5976831;MSCCR_reGRID_122_Biopsy_245, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642394;SRX14642394;Carmen argmann;Sep 16, 2022
GSM5976832;MSCCR_reGRID_122_Biopsy_246, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642395;SRX14642395;Carmen argmann;Sep 16, 2022
GSM5976833;MSCCR_reGRID_1221_Biopsy_2010, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642396;SRX14642396;Carmen argmann;Sep 16, 2022
GSM5976834;MSCCR_reGRID_123_Biopsy_247, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642397;SRX14642397;Carmen argmann;Sep 16, 2022
GSM5976835;MSCCR_reGRID_123_Biopsy_248, CD participants,Transverse NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642398;SRX14642398;Carmen argmann;Sep 16, 2022
GSM5976836;MSCCR_reGRID_123_Biopsy_249, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642399;SRX14642399;Carmen argmann;Sep 16, 2022
GSM5976837;MSCCR_reGRID_1233_Biopsy_2011, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642400;SRX14642400;Carmen argmann;Sep 16, 2022
GSM5976838;MSCCR_reGRID_1233_Biopsy_2012, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642017;SRX14642017;Carmen argmann;Sep 16, 2022
GSM5976839;MSCCR_reGRID_1235_Biopsy_2013, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642018;SRX14642018;Carmen argmann;Sep 16, 2022
GSM5976840;MSCCR_reGRID_1236_Biopsy_2014, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642019;SRX14642019;Carmen argmann;Sep 16, 2022
GSM5976841;MSCCR_reGRID_1236_Biopsy_2015, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642020;SRX14642020;Carmen argmann;Sep 16, 2022
GSM5976842;MSCCR_reGRID_125_Biopsy_250, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642021;SRX14642021;Carmen argmann;Sep 16, 2022
GSM5976843;MSCCR_reGRID_1258_Biopsy_2016, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642022;SRX14642022;Carmen argmann;Sep 16, 2022
GSM5976844;MSCCR_reGRID_1258_Biopsy_2017, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642023;SRX14642023;Carmen argmann;Sep 16, 2022
GSM5976845;MSCCR_reGRID_126_Biopsy_251, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642024;SRX14642024;Carmen argmann;Sep 16, 2022
