Accession;Title;Sample Type;Taxonomy;Channels;Platform;Series;Supplementary Types;Supplementary Links;SRA Accession;Contact;Release Date
GSM5978476;MSCCR_reGRID_671_Biopsy_1292, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641192;SRX14641192;Carmen argmann;Sep 16, 2022
GSM5978477;MSCCR_reGRID_672_Biopsy_1293, Control participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641193;SRX14641193;Carmen argmann;Sep 16, 2022
GSM5978478;MSCCR_reGRID_672_Biopsy_1294, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641194;SRX14641194;Carmen argmann;Sep 16, 2022
GSM5978479;MSCCR_reGRID_673_Biopsy_1295, Control participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641195;SRX14641195;Carmen argmann;Sep 16, 2022
GSM5978480;MSCCR_reGRID_673_Biopsy_1296, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641196;SRX14641196;Carmen argmann;Sep 16, 2022
GSM5978481;MSCCR_reGRID_674_Biopsy_1297, Control participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641197;SRX14641197;Carmen argmann;Sep 16, 2022
GSM5978482;MSCCR_reGRID_674_Biopsy_1298, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641198;SRX14641198;Carmen argmann;Sep 16, 2022
GSM5978483;MSCCR_reGRID_675_Biopsy_1299, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641199;SRX14641199;Carmen argmann;Sep 16, 2022
GSM5978484;MSCCR_reGRID_675_Biopsy_1300, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641200;SRX14641200;Carmen argmann;Sep 16, 2022
GSM5978485;MSCCR_reGRID_676_Biopsy_1301, UC participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641201;SRX14641201;Carmen argmann;Sep 16, 2022
GSM5978486;MSCCR_reGRID_676_Biopsy_1302, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641202;SRX14641202;Carmen argmann;Sep 16, 2022
GSM5978487;MSCCR_reGRID_678_Biopsy_1303, CD participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641203;SRX14641203;Carmen argmann;Sep 16, 2022
GSM5978488;MSCCR_reGRID_678_Biopsy_1304, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641204;SRX14641204;Carmen argmann;Sep 16, 2022
GSM5978489;MSCCR_reGRID_678_Biopsy_1305, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641205;SRX14641205;Carmen argmann;Sep 16, 2022
GSM5978490;MSCCR_reGRID_68_Biopsy_131, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641206;SRX14641206;Carmen argmann;Sep 16, 2022
GSM5978491;MSCCR_reGRID_68_Biopsy_132, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641207;SRX14641207;Carmen argmann;Sep 16, 2022
GSM5978492;MSCCR_reGRID_68_Biopsy_133, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641208;SRX14641208;Carmen argmann;Sep 16, 2022
GSM5978493;MSCCR_reGRID_680_Biopsy_1306, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641209;SRX14641209;Carmen argmann;Sep 16, 2022
GSM5978494;MSCCR_reGRID_680_Biopsy_1307, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641210;SRX14641210;Carmen argmann;Sep 16, 2022
GSM5978495;MSCCR_reGRID_680_Biopsy_1308, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642209;SRX14642209;Carmen argmann;Sep 16, 2022
GSM5978496;MSCCR_reGRID_681_Biopsy_1309, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642210;SRX14642210;Carmen argmann;Sep 16, 2022
GSM5978497;MSCCR_reGRID_681_Biopsy_1310, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642211;SRX14642211;Carmen argmann;Sep 16, 2022
GSM5978498;MSCCR_reGRID_682_Biopsy_1311, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642212;SRX14642212;Carmen argmann;Sep 16, 2022
GSM5978499;MSCCR_reGRID_682_Biopsy_1312, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642213;SRX14642213;Carmen argmann;Sep 16, 2022
GSM5978500;MSCCR_reGRID_684_Biopsy_1313, CD participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642214;SRX14642214;Carmen argmann;Sep 16, 2022
GSM5978501;MSCCR_reGRID_684_Biopsy_1314, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642215;SRX14642215;Carmen argmann;Sep 16, 2022
GSM5978502;MSCCR_reGRID_686_Biopsy_1315, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642216;SRX14642216;Carmen argmann;Sep 16, 2022
GSM5978503;MSCCR_reGRID_686_Biopsy_1316, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642217;SRX14642217;Carmen argmann;Sep 16, 2022
GSM5978504;MSCCR_reGRID_688_Biopsy_1317, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642218;SRX14642218;Carmen argmann;Sep 16, 2022
GSM5978505;MSCCR_reGRID_688_Biopsy_1318, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642219;SRX14642219;Carmen argmann;Sep 16, 2022
GSM5978506;MSCCR_reGRID_689_Biopsy_1319, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642220;SRX14642220;Carmen argmann;Sep 16, 2022
GSM5978507;MSCCR_reGRID_689_Biopsy_1320, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642221;SRX14642221;Carmen argmann;Sep 16, 2022
GSM5978508;MSCCR_reGRID_69_Biopsy_134, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642222;SRX14642222;Carmen argmann;Sep 16, 2022
GSM5978509;MSCCR_reGRID_69_Biopsy_135, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642223;SRX14642223;Carmen argmann;Sep 16, 2022
GSM5978510;MSCCR_reGRID_69_Biopsy_136, CD participants,LeftColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642224;SRX14642224;Carmen argmann;Sep 16, 2022
GSM5978511;MSCCR_reGRID_691_Biopsy_1321, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642225;SRX14642225;Carmen argmann;Sep 16, 2022
GSM5978512;MSCCR_reGRID_691_Biopsy_1322, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642226;SRX14642226;Carmen argmann;Sep 16, 2022
GSM5978513;MSCCR_reGRID_692_Biopsy_1323, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642227;SRX14642227;Carmen argmann;Sep 16, 2022
GSM5978514;MSCCR_reGRID_692_Biopsy_1324, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642228;SRX14642228;Carmen argmann;Sep 16, 2022
GSM5978515;MSCCR_reGRID_693_Biopsy_1325, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642229;SRX14642229;Carmen argmann;Sep 16, 2022
GSM5978516;MSCCR_reGRID_693_Biopsy_1326, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642230;SRX14642230;Carmen argmann;Sep 16, 2022
GSM5978517;MSCCR_reGRID_694_Biopsy_1327, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642231;SRX14642231;Carmen argmann;Sep 16, 2022
GSM5978518;MSCCR_reGRID_694_Biopsy_1328, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14642232;SRX14642232;Carmen argmann;Sep 16, 2022
GSM5978519;MSCCR_reGRID_694_Biopsy_1329, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641825;SRX14641825;Carmen argmann;Sep 16, 2022
GSM5978520;MSCCR_reGRID_695_Biopsy_1330, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641826;SRX14641826;Carmen argmann;Sep 16, 2022
GSM5978521;MSCCR_reGRID_695_Biopsy_1331, CD participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641827;SRX14641827;Carmen argmann;Sep 16, 2022
GSM5978522;MSCCR_reGRID_696_Biopsy_1332, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641828;SRX14641828;Carmen argmann;Sep 16, 2022
GSM5978523;MSCCR_reGRID_696_Biopsy_1333, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641829;SRX14641829;Carmen argmann;Sep 16, 2022
GSM5978524;MSCCR_reGRID_697_Biopsy_1334, UC participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641830;SRX14641830;Carmen argmann;Sep 16, 2022
GSM5978525;MSCCR_reGRID_697_Biopsy_1335, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641831;SRX14641831;Carmen argmann;Sep 16, 2022
GSM5978526;MSCCR_reGRID_698_Biopsy_1336, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641832;SRX14641832;Carmen argmann;Sep 16, 2022
GSM5978527;MSCCR_reGRID_698_Biopsy_1337, UC participants,Cecum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641833;SRX14641833;Carmen argmann;Sep 16, 2022
GSM5978528;MSCCR_reGRID_7_Biopsy_15, CD participants,LeftColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641834;SRX14641834;Carmen argmann;Sep 16, 2022
GSM5978529;MSCCR_reGRID_7_Biopsy_16, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641835;SRX14641835;Carmen argmann;Sep 16, 2022
GSM5978530;MSCCR_reGRID_70_Biopsy_137, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641836;SRX14641836;Carmen argmann;Sep 16, 2022
GSM5978531;MSCCR_reGRID_700_Biopsy_1338, CD participants,RightColon I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641837;SRX14641837;Carmen argmann;Sep 16, 2022
GSM5978532;MSCCR_reGRID_701_Biopsy_1339, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641838;SRX14641838;Carmen argmann;Sep 16, 2022
GSM5978533;MSCCR_reGRID_701_Biopsy_1340, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641839;SRX14641839;Carmen argmann;Sep 16, 2022
GSM5978534;MSCCR_reGRID_702_Biopsy_1341, CD participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641840;SRX14641840;Carmen argmann;Sep 16, 2022
GSM5978535;MSCCR_reGRID_702_Biopsy_1342, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641841;SRX14641841;Carmen argmann;Sep 16, 2022
GSM5978536;MSCCR_reGRID_703_Biopsy_1343, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641842;SRX14641842;Carmen argmann;Sep 16, 2022
GSM5978537;MSCCR_reGRID_704_Biopsy_1344, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641843;SRX14641843;Carmen argmann;Sep 16, 2022
GSM5978538;MSCCR_reGRID_704_Biopsy_1345, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641844;SRX14641844;Carmen argmann;Sep 16, 2022
GSM5978539;MSCCR_reGRID_705_Biopsy_1346, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641845;SRX14641845;Carmen argmann;Sep 16, 2022
GSM5978540;MSCCR_reGRID_705_Biopsy_1347, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641846;SRX14641846;Carmen argmann;Sep 16, 2022
GSM5978541;MSCCR_reGRID_706_Biopsy_1348, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641847;SRX14641847;Carmen argmann;Sep 16, 2022
GSM5978542;MSCCR_reGRID_706_Biopsy_1349, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641848;SRX14641848;Carmen argmann;Sep 16, 2022
GSM5978543;MSCCR_reGRID_706_Biopsy_1350, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640754;SRX14640754;Carmen argmann;Sep 16, 2022
GSM5978544;MSCCR_reGRID_707_Biopsy_1351, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640755;SRX14640755;Carmen argmann;Sep 16, 2022
GSM5978545;MSCCR_reGRID_707_Biopsy_1352, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640756;SRX14640756;Carmen argmann;Sep 16, 2022
GSM5978546;MSCCR_reGRID_708_Biopsy_1353, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640757;SRX14640757;Carmen argmann;Sep 16, 2022
GSM5978547;MSCCR_reGRID_708_Biopsy_1354, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640758;SRX14640758;Carmen argmann;Sep 16, 2022
GSM5978548;MSCCR_reGRID_709_Biopsy_1355, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640759;SRX14640759;Carmen argmann;Sep 16, 2022
GSM5978549;MSCCR_reGRID_709_Biopsy_1356, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640760;SRX14640760;Carmen argmann;Sep 16, 2022
GSM5978550;MSCCR_reGRID_71_Biopsy_138, UC participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640761;SRX14640761;Carmen argmann;Sep 16, 2022
GSM5978551;MSCCR_reGRID_71_Biopsy_139, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640762;SRX14640762;Carmen argmann;Sep 16, 2022
GSM5978552;MSCCR_reGRID_71_Biopsy_140, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640763;SRX14640763;Carmen argmann;Sep 16, 2022
GSM5978553;MSCCR_reGRID_710_Biopsy_1357, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640764;SRX14640764;Carmen argmann;Sep 16, 2022
GSM5978554;MSCCR_reGRID_710_Biopsy_1358, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640765;SRX14640765;Carmen argmann;Sep 16, 2022
GSM5978555;MSCCR_reGRID_711_Biopsy_1359, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640766;SRX14640766;Carmen argmann;Sep 16, 2022
GSM5978556;MSCCR_reGRID_711_Biopsy_1360, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640767;SRX14640767;Carmen argmann;Sep 16, 2022
GSM5978557;MSCCR_reGRID_711_Biopsy_1361, UC participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640768;SRX14640768;Carmen argmann;Sep 16, 2022
GSM5978558;MSCCR_reGRID_712_Biopsy_1362, CD participants,Ileum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640769;SRX14640769;Carmen argmann;Sep 16, 2022
GSM5978559;MSCCR_reGRID_712_Biopsy_1363, CD participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640770;SRX14640770;Carmen argmann;Sep 16, 2022
GSM5978560;MSCCR_reGRID_713_Biopsy_1364, Control participants,Cecum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640771;SRX14640771;Carmen argmann;Sep 16, 2022
GSM5978561;MSCCR_reGRID_713_Biopsy_1365, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640772;SRX14640772;Carmen argmann;Sep 16, 2022
GSM5978562;MSCCR_reGRID_714_Biopsy_1366, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640773;SRX14640773;Carmen argmann;Sep 16, 2022
GSM5978563;MSCCR_reGRID_715_Biopsy_1367, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640774;SRX14640774;Carmen argmann;Sep 16, 2022
GSM5978564;MSCCR_reGRID_715_Biopsy_1368, Control participants,Sigmoid NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640775;SRX14640775;Carmen argmann;Sep 16, 2022
GSM5978565;MSCCR_reGRID_716_Biopsy_1369, UC participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640776;SRX14640776;Carmen argmann;Sep 16, 2022
GSM5978566;MSCCR_reGRID_716_Biopsy_1370, UC participants,Rectum I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14640777;SRX14640777;Carmen argmann;Sep 16, 2022
GSM5978567;MSCCR_reGRID_718_Biopsy_1371, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641211;SRX14641211;Carmen argmann;Sep 16, 2022
GSM5978568;MSCCR_reGRID_718_Biopsy_1372, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641212;SRX14641212;Carmen argmann;Sep 16, 2022
GSM5978569;MSCCR_reGRID_719_Biopsy_1373, Control participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641213;SRX14641213;Carmen argmann;Sep 16, 2022
GSM5978570;MSCCR_reGRID_719_Biopsy_1374, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641214;SRX14641214;Carmen argmann;Sep 16, 2022
GSM5978571;MSCCR_reGRID_72_Biopsy_141, CD participants,Ileum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641215;SRX14641215;Carmen argmann;Sep 16, 2022
GSM5978572;MSCCR_reGRID_72_Biopsy_142, CD participants,RightColon NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641216;SRX14641216;Carmen argmann;Sep 16, 2022
GSM5978573;MSCCR_reGRID_72_Biopsy_143, CD participants,Sigmoid I tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641217;SRX14641217;Carmen argmann;Sep 16, 2022
GSM5978574;MSCCR_reGRID_720_Biopsy_1375, Control participants,Rectum NonI tissue;SRA;Homo sapiens;1;GPL16791;GSE193677;SRA Run Selector;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX14641218;SRX14641218;Carmen argmann;Sep 16, 2022
