name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingobium yanoikuyae	13690	S	20	160	180	0.00001
Sphingopyxis chilensis	180400	S	10	3	13	0.00000
Ruegeria sp. AD91A	2293862	S	20	24	44	0.00000
Candidatus Tisiphia endosymbiont of Metellina segmentata	3066274	S	96	9	105	0.00000
Candidatus Pelagibacter sp. RS40	1977865	S	20	1	21	0.00000
uncultured Hyphomonas sp.	225298	S	21	7	28	0.00000
Desulfovibrio piger	901	S	59	172	231	0.00001
Desulfovibrio fairfieldensis	44742	S	24	15	39	0.00000
Desulfovibrio desulfuricans	876	S	18	40	58	0.00000
Desulfovibrio subterraneus	2718620	S	14	18	32	0.00000
Maridesulfovibrio sp.	2795000	S	87	39	126	0.00001
Maridesulfovibrio salexigens	880	S	14	6	20	0.00000
uncultured Pseudodesulfovibrio sp.	2035858	S	12	22	34	0.00000
uncultured Mailhella sp.	1981031	S	50	157	207	0.00001
Nitratidesulfovibrio vulgaris	881	S	15	11	26	0.00000
Nitratidesulfovibrio liaohensis	2604158	S	12	8	20	0.00000
Lawsonia intracellularis	29546	S	21	2	23	0.00000
Thermodesulfomicrobium sp. WS	3004129	S	21	8	29	0.00000
uncultured Desulfuromonas sp.	181013	S	30	9	39	0.00000
uncultured Desulfuromusa sp.	219183	S	23	0	23	0.00000
Desulfosarcina widdelii	947919	S	31	7	38	0.00000
Desulfosarcina sp. BuS5	933262	S	23	0	23	0.00000
Desulfosarcina ovata	83564	S	21	1	22	0.00000
Desulfarculus baarsii	453230	S	16	58	74	0.00000
Campylobacter jejuni	197	S	84	417	501	0.00002
Campylobacter sputorum	206	S	11	1	12	0.00000
Arcobacter defluvii	873191	S	16	11	27	0.00000
Aliarcobacter cryaerophilus	28198	S	17	3	20	0.00000
Sulfurimonas gotlandica	1176482	S	15	6	21	0.00000
Sulfurimonas aquatica	2672570	S	10	3	13	0.00000
Helicobacter pylori	210	S	23	1	24	0.00000
Sulfurovum mangrovi	2893889	S	13	7	20	0.00000
Sulfurospirillum deleyianum	65553	S	10	1	11	0.00000
Fusobacterium necrophorum	859	S	431	4	435	0.00002
Fusobacterium ulcerans	861	S	25	13	38	0.00000
Fusobacterium gonidiaformans	849	S	21	0	21	0.00000
Fusobacterium varium	856	S	19	19	38	0.00000
Fusobacterium pseudoperiodonticum	2663009	S	17	4	21	0.00000
Fusobacterium hominis	2764326	S	10	0	10	0.00000
Leptotrichia sp. oral taxon 212	712357	S	28	2	30	0.00000
Leptotrichia sp. oral taxon 218	712361	S	14	9	23	0.00000
Leptotrichia sp. HMT-225	3058373	S	13	16	29	0.00000
Akkermansia muciniphila	239935	S	133	18	151	0.00001
Ereboglobus luteus	1796921	S	18	1	19	0.00000
Termitidicoccus mucosus	1184151	S	12	0	12	0.00000
Rosistilla oblonga	2527990	S	13	11	24	0.00000
Candidatus Kuenenia stuttgartiensis	174633	S	12	0	12	0.00000
Candidatus Uabimicrobium amorphum	2596890	S	11	0	11	0.00000
Treponema denticola	158	S	25	48	73	0.00000
Treponema peruense	2787628	S	11	0	11	0.00000
Treponema parvum	138851	S	10	0	10	0.00000
Brucepastera parasyntrophica	2880008	S	39	0	39	0.00000
Sphaerochaeta globosa	1131703	S	19	0	19	0.00000
Borreliella valaisiana	62088	S	10	1	11	0.00000
Sediminispirochaeta smaragdinae	55206	S	10	0	10	0.00000
Leptospira borgpetersenii	174	S	16	0	16	0.00000
Leptospira kobayashii	1917830	S	10	0	10	0.00000
Pyramidobacter piscolens	638849	S	54	3	57	0.00000
Pyramidobacter sp. YE332	3068894	S	14	0	14	0.00000
Thermodesulfovibrio yellowstonii	28262	S	37	0	37	0.00000
Edaphobacter lichenicola	2051959	S	17	5	22	0.00000
Mucispirillum schaedleri	248039	S	15	0	15	0.00000
Fluviispira sanaruensis	2493639	S	15	0	15	0.00000
Dictyoglomus turgidum	513050	S	23	0	23	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	11	2	13	0.00000
Microvenator marinus	2600177	S	10	0	10	0.00000
Homo sapiens	9606	S	18492	1323	19815	0.00094
Methanosalsum zhilinae	39669	S	27	0	27	0.00000
Methanolobus sp. ZRKC5	3136295	S	18	0	18	0.00000
Methanosarcina siciliae	38027	S	13	0	13	0.00000
Methanohalophilus halophilus	2177	S	11	0	11	0.00000
Methanofollis formosanus	299308	S	20	1	21	0.00000
Methanothrix harundinacea	301375	S	13	3	16	0.00000
Halobaculum roseum	2175149	S	27	2	29	0.00000
Salinigranum marinum	1515595	S	22	0	22	0.00000
Methanobrevibacter ruminantium	83816	S	23	0	23	0.00000
Metallosphaera hakonensis	79601	S	16	0	16	0.00000
Oengusvirus oengus	2734262	S	965	1	966	0.00005
Afonbuvirus coli	2955232	S	209	88	297	0.00001
Afonbuvirus intestinihominis	2955234	S	81	50	131	0.00001
Afonbuvirus faecalis	2955233	S	62	38	100	0.00000
Carjivirus communis	2955582	S	29	6	35	0.00000
Kingevirus communis	2956060	S	48	0	48	0.00000
Namakavirus smbcm6	2734120	S	11	0	11	0.00000
Toutatisvirus toutatis	2734150	S	13	17	30	0.00000
Brigitvirus brigit	2734096	S	10	0	10	0.00000
Alphabaculovirus chomurinanae	3047751	S	11	0	11	0.00000
